Year,Coal,Natural Gas,Petroleum Products,Nuclear Electric Power,Oil Price
2009,2.6524757422085803,9.546104588168753,18.629940128315365,0.5160296754943947,11.439582265378418
2010,2.3831874809275195,9.896364835987358,12.571859461197612,0.78375100824397,7.906671864692498
2011,2.345659169943265,10.015094049818988,12.54684852850311,0.7699585442912643,7.913714541674007
2012,2.3087218213304572,10.133823263650616,12.52183759580861,0.7561660803385587,7.920757218655516
2013,2.272366129140725,10.252552477482245,12.49682666311411,0.742373616385853,7.927799895637025
2014,2.2365829339674734,10.371281691313875,12.471815730419609,0.7285811524331472,7.934842572618534
2015,2.2013632206382723,10.490010905145503,12.446804797725108,0.7147886884804415,7.941885249600043
2016,2.1666981159435883,10.608740118977133,12.421793865030606,0.7009962245277358,7.948927926581551
2017,2.1325788864012765,10.727469332808763,12.396782932336107,0.6872037605750301,7.955970603563061
2018,2.0989969360562815,10.846198546640391,12.371771999641606,0.6734112966223244,7.963013280544569
2019,2.06594380431498,10.964927760472019,12.346761066947105,0.6596188326696186,7.970055957526078
2020,2.0334111638136325,11.08365697430365,12.321750134252603,0.6458263687169129,7.977098634507588
2021,2.001390818320397,11.202386188135279,12.296739201558104,0.6320339047642073,7.984141311489096
2022,1.96987470067038,11.321115401966907,12.271728268863603,0.6182414408115016,7.991183988470605
2023,1.9388548707332063,11.439844615798537,12.246717336169102,0.6044489768587958,7.998226665452114
2024,1.908323513412592,11.558573829630166,12.2217064034746,0.5906565129060901,8.005269342433623
2025,1.8782729366774205,11.677303043461794,12.1966954707801,0.5768640489533844,8.012312019415132
2026,1.8486955696238199,11.796032257293424,12.1716845380856,0.5630715850006787,8.01935469639664
2027,1.8195839605677608,11.914761471125054,12.146673605391099,0.5492791210479729,8.026397373378149
2028,1.7909307751676882,12.033490684956682,12.121662672696598,0.5354866570952672,8.033440050359658
2029,1.7627287945767163,12.152219898788312,12.096651740002097,0.5216941931425615,8.040482727341168
2030,1.7349709136239222,12.270949112619942,12.071640807307597,0.5079017291898559,8.047525404322677
2031,1.707650139024278,12.38967832645157,12.046629874613096,0.49410926523715015,8.054568081304184
2032,1.680759587616771,12.5084075402832,12.021618941918595,0.48031680128444443,8.061610758285694
2033,1.6542924846302696,12.62713675411483,11.996608009224094,0.4665243373317387,8.068653435267203
2034,1.6282421619766956,12.745865967946457,11.971597076529594,0.452731873379033,8.075696112248712
2035,1.6026020565710752,12.864595181778085,11.946586143835093,0.43893940942632725,8.082738789230222
2036,1.5773657086780435,12.983324395609715,11.921575211140592,0.42514694547362153,8.089781466211729
2037,1.5525267602843862,13.102053609441345,11.89656427844609,0.4113544815209158,8.096824143193238
2038,1.5280789534972115,13.220782823272973,11.87155334575159,0.3975620175682101,8.103866820174748
2039,1.5040161289673433,13.339512037104605,11.84654241305709,0.38376955361550447,8.110909497156257
2040,1.480332224337543,13.458241250936233,11.821531480362589,0.36997708966279874,8.117952174137766
2041,1.4570212727151675,13.57697046476786,11.796520547668088,0.356184625710093,8.124994851119274
2042,1.4340774011688768,13.695699678599489,11.771509614973587,0.3423921617573873,8.132037528100783
2043,1.4114948292490161,13.81442889243112,11.746498682279086,0.32859969780468146,8.139080205082292
2044,1.3892678675312966,13.933158106262749,11.721487749584586,0.31480723385197584,8.146122882063802
2045,1.3673909161834088,14.051887320094377,11.696476816890085,0.30101476989927023,8.153165559045311
2046,1.3458584635542084,14.170616533926008,11.671465884195584,0.2872223059465644,8.160208236026818
2047,1.3246650847851171,14.289345747757636,11.646454951501084,0.2734298419938588,8.167250913008328
2048,1.303805440443392,14.408074961589264,11.621444018806583,0.25963737804115294,8.174293589989837
2049,1.2832742751769146,14.526804175420896,11.596433086112082,0.24584491408844733,8.181336266971346
2050,1.263066416390165,14.645533389252524,11.571422153417581,0.2320524501357415,8.188378943952856
